Permalink,Post Message,Posted,Lifetime Post Total Reach,Lifetime Post Total Impressions,Lifetime Talking About This (Post) by action type - like,Lifetime Talking About This (Post) by action type - share,Lifetime Talking About This (Post) by action type - comment
https://www.facebook.com/underthebutton/posts/10154785854720855,Time flies when you're teaching quantum entanglement!,10/27/17 9:00,744,1456,16,1,2
https://www.facebook.com/underthebutton/posts/10154785810680855,"Come on, it's 2017.",10/27/17 8:00,1560,3171,11,1,1
https://www.facebook.com/underthebutton/posts/10154785802120855,Don't want to get mouse droppings on your new shoes.,10/27/17 7:00,230,344,0,0,0
https://www.facebook.com/underthebutton/posts/10154785503680855,Choose your tunes wisely!,10/26/17 16:53,261,409,3,0,0
https://www.facebook.com/underthebutton/posts/10154785187405855,Crisis averted.,10/26/17 14:16,469,852,5,0,0
https://www.facebook.com/underthebutton/posts/10154784633455855,"&quot;On the first day of classes, in Huntsman HallAway from the College, away from them all...&quot;",10/26/17 12:00,581,1063,1,0,1
https://www.facebook.com/underthebutton/posts/10154784551835855,It's not the professor's lecture slides. It's you.,10/26/17 11:00,474,828,3,0,1
https://www.facebook.com/underthebutton/posts/10154784513415855,Definitely a change of pace.,10/26/17 10:00,2753,5635,63,1,10
https://www.facebook.com/underthebutton/posts/10154784440105855,It's going to drop down to 40 degrees this weekend!,10/26/17 9:22,3477,7346,81,2,20
https://www.facebook.com/underthebutton/posts/10154784378805855,We've all seen it happen.,10/26/17 8:54,3714,7113,69,0,18
https://www.facebook.com/underthebutton/posts/10154781385020855,Uncanny.,10/25/17 18:00,434,751,9,0,2
https://www.facebook.com/underthebutton/posts/10154782164995855,"&quot;Jane was tired from her typical day as a 7th grader, one that barbarically starts at 7am and lasts straight until 3:30.&quot;",10/25/17 15:30,1194,2172,1,1,0
https://www.facebook.com/underthebutton/posts/10154781384205855,Wow.,10/25/17 14:15,485,888,5,0,0
https://www.facebook.com/underthebutton/posts/10154781382495855,&quot;The room was scented with a signature air freshener: the fragrance of crisp money and cocaine.&quot;,10/25/17 13:00,625,1187,2,0,1
https://www.facebook.com/underthebutton/posts/10154781380760855,"Still better than &quot;Best,&quot;",10/25/17 11:45,3402,7007,58,1,10
https://www.facebook.com/underthebutton/posts/10154781378150855,&quot;Rocks are cool.&quot;,10/25/17 10:30,4105,8507,61,1,50
https://www.facebook.com/underthebutton/posts/10154781375690855,Impressive.,10/25/17 9:15,1254,2562,38,1,3
https://www.facebook.com/underthebutton/posts/10154781373650855,&quot;Not all succulents are cacti!&quot;,10/25/17 6:30,492,926,4,0,1
https://www.facebook.com/underthebutton/posts/10154777843940855,Do you love your siSDTers?,10/24/17 19:00,2421,4577,17,0,4
https://www.facebook.com/underthebutton/posts/10154779679085855,&quot;Working Dog Center grads are five times more likely to be Good Boys at their company within twenty years of graduation.&quot;,10/24/17 17:00,1677,3357,33,2,4
https://www.facebook.com/underthebutton/posts/10154780088440855,Sometimes you gotta play a little hard to get.,10/24/17 15:00,1127,2160,39,0,1
https://www.facebook.com/underthebutton/posts/10154779680615855,"&quot;If you were to ask me whoês captain of the water polo team at Trinity and who theyêre dating at Horace Mann, I could recite that in my sleep.”",10/24/17 14:00,20410,43907,258,5,144
https://www.facebook.com/underthebutton/posts/10154779673675855,Keating plans to tour the Rittenhouse area next so that she can meet –people from all walks of life.”,10/24/17 13:00,3050,6133,85,1,17
https://www.facebook.com/underthebutton/posts/10154779677210855,"&quot;She was missing out on Linvilla _ the destination so perfect for sorority events, it literally has the word 'lin' in it.&quot; __",10/24/17 12:00,3259,6743,58,1,15
https://www.facebook.com/underthebutton/posts/10154779685525855,Conspiracy to Commit Treason: Two students were found to have begun work on transfer applications to Princeton.,10/24/17 11:00,661,1244,3,0,0
https://www.facebook.com/underthebutton/posts/10154779682710855,–I guess millennials have just been too busy eating avocado toast to get the flu.&quot;,10/24/17 10:00,1134,2225,19,1,1
https://www.facebook.com/underthebutton/posts/10154779683890855,Wow... this is an idea we hadn't thought of before.,10/24/17 8:00,1760,3614,17,3,6
https://www.facebook.com/underthebutton/posts/10154777847390855,When you're trying to leave Huntsman and it's a little windy out...,10/24/17 7:00,2741,5559,76,0,10
https://www.facebook.com/underthebutton/posts/10154778316985855,Nothing gold can stay.,10/23/17 15:00,3402,6976,66,0,3
https://www.facebook.com/underthebutton/posts/10154777921195855,Someone had to say it.,10/23/17 13:00,929,1837,9,0,0
https://www.facebook.com/underthebutton/posts/10154776947455855,"The chapter house gets trashed pretty often, but never this bad.",10/23/17 11:30,1845,3429,17,1,3
https://www.facebook.com/underthebutton/posts/10154776949335855,And they say nobody is perfect... __,10/23/17 10:00,1730,3432,26,0,14
https://www.facebook.com/underthebutton/posts/10154776944485855,&quot;Why I am I drinking wine on the beach when I could be slapping the bag and singing 'Africa' by Toto?&quot;,10/23/17 8:30,2704,5365,43,1,13
https://www.facebook.com/underthebutton/posts/10154776942380855,Does anyone have any info on this?,10/23/17 7:00,326,580,4,0,0
https://www.facebook.com/underthebutton/posts/10154776071635855,Telling your LinkedIn connections before telling your own mother? Cold.,10/22/17 19:00,795,1601,10,0,0
https://www.facebook.com/underthebutton/posts/10154776068560855,It's an honest mistake. Greek letters are tough.,10/22/17 14:00,5569,11251,197,3,16
https://www.facebook.com/underthebutton/posts/10154775757680855,How international is your greeting? Take this quiz to find out!,10/22/17 12:30,1090,1951,7,1,0
https://www.facebook.com/underthebutton/posts/10154775690605855,"Frontera, we're sick of your excuses. Penn, start funding the real issues.",10/22/17 11:00,1728,3200,15,1,1
https://www.facebook.com/underthebutton/posts/10154775657225855,"This light blue status symbol can be bought on Amazon, too.",10/22/17 9:44,961,1749,7,0,1
https://www.facebook.com/underthebutton/posts/10154775200855855,–How the hell am I supposed to struggle in all of my math classes if I can actually understand what the professor is saying?”,10/22/17 8:00,24795,48494,744,15,58
https://www.facebook.com/underthebutton/posts/10154773813755855,&quot;Problem Solving and Chill is the new Netflix and Chill&quot;,10/21/17 15:00,49,96,0,0,0
https://www.facebook.com/underthebutton/posts/10154773567305855,Rumor has it that there will be some &quot;debauchery&quot; involved.,10/21/17 13:55,2900,5633,38,0,5
https://www.facebook.com/underthebutton/posts/10154773499745855,"&quot;In a superhuman feat, he was able to select the correct responses to an exam with no right answers.&quot;",10/21/17 12:45,918,1720,7,0,2
https://www.facebook.com/underthebutton/posts/10154773497020855,"&quot;According to the study, most professors felt that, 'you guys can handle it! You got into Penn, right?'&quot;",10/21/17 11:45,2904,5906,41,1,2
https://www.facebook.com/underthebutton/posts/10154773492830855,"&quot;Available in business gray, rose gold, and sceney black, TetherPack is available in tall and grande, beginning November 1.&quot;",10/21/17 10:30,1639,3224,11,1,1
https://www.facebook.com/underthebutton/posts/10154773357590855,1 month later and he's still winning...,10/21/17 9:41,341,633,1,0,0
https://www.facebook.com/underthebutton/posts/10154771136585855,You'll never have to study in Van Pelt if you follow these tips.,10/20/17 15:30,2011,3877,11,0,4
https://www.facebook.com/underthebutton/posts/10154771485525855,Genius networking strategies at work.,10/20/17 14:15,371,681,4,0,0
https://www.facebook.com/underthebutton/posts/10154771353595855,What a great prank!,10/20/17 13:00,1522,2936,8,0,0
https://www.facebook.com/underthebutton/posts/10154771124660855,"&quot;Some people have to drive a Porsche, and not a Ferrari, and thereês nothing wrong with that.&quot;",10/20/17 11:45,9247,19014,179,8,18
https://www.facebook.com/underthebutton/posts/10154771089435855,Endorse my skills and then we'll talk.,10/20/17 10:30,1119,2359,18,1,1
https://www.facebook.com/underthebutton/posts/10154770343355855,"&quot;We talked about Tarantino, Coppola, whether Jeremy had had anything to eat that dayãjust everything.&quot;",10/20/17 9:33,993,1890,13,0,0
https://www.facebook.com/underthebutton/posts/10154770339450855,Has University policy gone too far?,10/20/17 8:00,552,1039,9,0,0
https://www.facebook.com/underthebutton/posts/10154770289590855,You can't escape the law forever!,10/20/17 7:00,408,785,4,0,0
https://www.facebook.com/underthebutton/posts/10154767508580855,"&quot;At first, I thought she just hadn't checked the app in a while or something.&quot;",10/19/17 15:30,3386,6917,38,1,8
https://www.facebook.com/underthebutton/posts/10154767513240855,What are the odds?,10/19/17 14:15,4434,8511,65,0,14
https://www.facebook.com/underthebutton/posts/10154767512205855,"&quot;I am here to learn from them. Mostly they are here to learn from me, but I am also here to learn from them.”",10/19/17 13:00,1064,1974,7,0,1
https://www.facebook.com/underthebutton/posts/10154768961525855,No effort is too great for free sauerkraut.,10/19/17 11:45,1091,2025,7,0,0
https://www.facebook.com/underthebutton/posts/10154767502760855,"It was really good at first, but things went south fast.",10/19/17 10:30,459,805,4,1,0
https://www.facebook.com/underthebutton/posts/10154767498745855,"&quot;I knew I had to take decisive action. Wharton needed cash, and fast.”",10/19/17 9:15,1003,1827,10,0,0
https://www.facebook.com/underthebutton/posts/10154767499965855,&quot;Tom has spent his whole life perching on the bare rim of the toilet.&quot;,10/19/17 8:00,587,1112,4,0,0
https://www.facebook.com/underthebutton/posts/10154766701585855,Ouch!,10/18/17 15:30,2559,4899,35,1,11
https://www.facebook.com/underthebutton/posts/10154766688005855,Yikes.,10/18/17 14:15,1402,2819,6,0,6
https://www.facebook.com/underthebutton/posts/10154765037890855,3. Your name is Phineas.,10/18/17 11:45,1064,1988,10,0,0
https://www.facebook.com/underthebutton/posts/10154765039405855,Truly enlightening!,10/18/17 10:30,658,1278,3,0,0
https://www.facebook.com/underthebutton/posts/10154765037050855,&quot;I love drinking coffee from a mug. I like the way mug feels against my lips&quot;,10/18/17 9:15,3566,8272,49,2,5
https://www.facebook.com/underthebutton/posts/10154765035730855,Turn up.,10/18/17 8:00,841,1667,7,0,0
https://www.facebook.com/underthebutton/posts/10154765044500855,Important!,10/18/17 7:00,151,283,1,0,0
https://www.facebook.com/underthebutton/posts/10154763172980855,"Come on, what would you do?",10/17/17 19:00,857,1561,13,0,0
https://www.facebook.com/underthebutton/posts/10154763163220855,"–When they request one poorly-mixed drink and receive a slightly different poorly-mixed drink, their security is at risk.”",10/17/17 17:00,1930,3594,21,1,0
https://www.facebook.com/underthebutton/posts/10154763158385855,"&quot;I explore a huge range of topics, from political culture to policy to politics.&quot;",10/17/17 15:00,866,1675,10,0,0
https://www.facebook.com/underthebutton/posts/10154763170950855,&quot;The average student 'sleeps for just 3 hours a night and whines for 6 hours a day about how tired they are.'&quot;,10/17/17 14:00,2088,3950,44,1,4
https://www.facebook.com/underthebutton/posts/10154763161130855,How haven't we thought of this before?,10/17/17 13:00,1985,3899,12,0,4
https://www.facebook.com/underthebutton/posts/10154764140770855,Zero qualified applicants.,10/17/17 12:01,8875,19084,286,17,28
https://www.facebook.com/underthebutton/posts/10154763159550855,"&quot;Anyhow, Iêm off to save some third year PhD students from their Quantum Field Theory exam. Catch you later.&quot;",10/17/17 11:00,5943,11724,77,0,13
https://www.facebook.com/underthebutton/posts/10154760973895855,"&quot;This kid just stepped on the Compass and WHAM, grand piano, out of nowhere.&quot;",10/17/17 10:00,855,1760,23,1,1
https://www.facebook.com/underthebutton/posts/10154763165635855,"&quot;Is it cool if you leave? I have a... friend coming over, and I need time to Febreeze the shit out of my room.&quot;",10/17/17 9:00,6951,14065,92,0,25
https://www.facebook.com/underthebutton/posts/10154763166330855,"Yeah, we're self-referentialã what are you gonna do about it?",10/17/17 8:00,2648,5232,54,2,5
https://www.facebook.com/underthebutton/posts/10154760981770855,It's been months now... __,10/17/17 7:00,928,1803,10,0,2
https://www.facebook.com/underthebutton/posts/10154760968755855,Most people can only dream of having a building named after them. This guy will have to keep dreaming.,10/16/17 8:30,2019,3461,6,1,1
https://www.facebook.com/underthebutton/posts/10154760978895855,"It took a long time, but it was all worth it.",10/16/17 7:00,1480,2402,4,0,0
https://www.facebook.com/underthebutton/posts/10154759966285855,All it took was a few &quot;lmao&quot; comments and a dream.,10/15/17 19:00,2594,3968,7,0,0
https://www.facebook.com/underthebutton/posts/10154759735055855,You know who to call for the best (read: only) Halloween costume.,10/15/17 14:00,2127,3185,5,0,0
https://www.facebook.com/underthebutton/posts/10154759686170855,We demand a change.,10/15/17 12:30,2088,3622,14,0,0
https://www.facebook.com/underthebutton/posts/10154759396060855,Wearing shoes in a room where hundreds of freshmen have lived before you? Disgusting.,10/15/17 11:00,4734,8016,22,0,9
https://www.facebook.com/underthebutton/posts/10154759354930855,"&quot;They cited 'mysticism,' 'quaintness,' and 'irony' as their favorite things about this ancient method.&quot;",10/15/17 9:30,1331,2101,9,0,0
https://www.facebook.com/underthebutton/posts/10154759359635855,A stray Bulldog or a seriously confused Quaker?,10/15/17 8:00,8635,14232,30,1,23
https://www.facebook.com/underthebutton/posts/10154758230515855,We all know one of these guys...,10/14/17 16:52,7334,10873,8,0,1
